date,fire_scar,site,plot,CollectionID,location..m.,green_moss,depth1,org_hit,thaw_d,thaw_hit,ar_sol_depth1,ar_sol_hit,ar_height1,ar_height2,ar_height3,ar_height_avg,collected,sample_id,sample_depth1,sample_depth2,sample_width1,sample_width2,sample_length1,sample_length2,organic_notes,min_depth,m1_depth1,m1_depth2,m2_depth1,m2_depth_2,min_coregrab,mineral_notes,general_notes,sample_photo
2025-08-05,Troublesome,Trou5,C,TROU5C3,3,0,37,Mineral,50,Rock,34,Frozen Ground,8,5,2,5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-05,Troublesome,Trou5,C,TROU5C9,9,0,33,Mineral,55,Frozen Ground,33,Mineral,1,2,1,1.3333333333333333,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr1,A,YUCR1A6,6,0.5,0,Mineral,120,>100cm,15,Mineral,16,5,8,9.666666666666666,yes,A6,23,23.5,10.5,10,9,8.5,"Had to go off point to find organic, at 5m",NA,5,5,5,5,Core,NA,NA,NA
2025-08-01,Yukon Creek,YuCr1,A,YUCR1A3,3,3,10,Mineral,120,Frozen Ground,13,Mineral,15,12,16,14.333333333333334,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr1,A,YUCR1A9,9,0.1,45,Mineral,59,Frozen Ground,45,Mineral,15,11,10,12,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr1,B,YUCR1B3,3,5,0,Mineral,120,>100cm,0,Mineral,6,9,8,7.666666666666667,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr1,B,YUCR1B6,6,0.5,17,"Mineral,Water",105,Frozen Ground,32,"Mineral,Water",13,8,4,8.333333333333334,yes,B6,17,17,10.5,10,9.5,9,NA,NA,5,5,5,5,Grab,NA,NA,NA
2025-08-01,Yukon Creek,YuCr1,B,YUCR1B9,9,0,20,Mineral,102,Frozen Ground,17,Mineral,6,4,10,6.666666666666667,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr1,C,YUCR1C3,3,2,20,Mineral,83,Frozen Ground,15,Mineral,7,6,6,6.333333333333333,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr1,C,YUCR1C6,6,0.5,10.5,Mineral,67,Frozen Ground,22,Mineral,3,10,5,6,yes,C6,10,10.5,10.5,10.5,9,9,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-08-01,Yukon Creek,YuCr1,C,YUCR1C9,9,0.1,17,Mineral,51,Frozen Ground,17,Mineral,10,12,11,11,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr2,A,YUCR2A6,6,0.5,8.5,Mineral,120,>100cm,11,Mineral,25,21.5,22,22.833333333333332,yes,A6,8.5,8.5,10,10.5,9,9.5,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-08-01,Yukon Creek,YuCr2,A,YUCR2A3,3,0.1,3.5,Mineral,120,>100cm,11,Mineral,25.5,19,22,22.166666666666668,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr2,A,YUCR2A9,9,0.5,5,Mineral,94,Mineral,5.5,Mineral,21,19,12.5,17.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr2,B,YUCR2B6,6,0,6,Root,96,Rock,2,Mineral,15.5,17,14.5,15.666666666666666,yes,B6,5,7,10,10,10,9.5,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-08-01,Yukon Creek,YuCr2,B,YUCR2B3,3,0,17,Mineral,120,>100cm,2,Mineral,22,24.5,26,24.166666666666668,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr2,B,YUCR2B9,9,0.5,9,Mineral,120,>100cm,6.5,Mineral,18,20,14,17.333333333333332,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr2,C,YUCR2C6,6,0,10,Mineral,88,Mineral,3.5,Mineral,26,24.5,23.5,24.666666666666668,yes,C6,9.5,10.5,9.5,9,9.5,10,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-08-01,Yukon Creek,YuCr2,C,YUCR2C3,3,0.5,14.5,Mineral,101,Mineral,17.5,Mineral,13,15,16.5,14.833333333333334,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr2,C,YUCR2C9,9,0,13.5,Mineral,115,Rock,13.5,Mineral,25.5,24.5,19.5,23.166666666666668,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr3,A,YUCR3A3,3,1,4,Mineral,120,Frozen Ground,16,Mineral,15,24,23,20.666666666666668,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr3,A,YUCR3A9,9,0,25,Mineral,54,Frozen Ground,19,Mineral,11,13,17,13.666666666666666,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr3,A,YUCR3A6,6,0,19.5,Mineral,48,Frozen Ground,21,Mineral,19,9.5,18,15.5,yes,A6,19.5,19,10,10,10,11,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-08-01,Yukon Creek,YuCr3,B,YUCR3B3,3,0,13,Mineral,90,Frozen Ground,23,"Mineral,Water",15,9,11,11.666666666666666,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr3,B,YUCR3B9,9,4,26,Mineral,61,Frozen Ground,24,Mineral,15,14,4,11,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr3,B,YUCR3B6,6,0.1,6,Mineral,76,Frozen Ground,5,Mineral,7,12,5,8,yes,B6,6,5.5,9,10,10,9.5,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-08-01,Yukon Creek,YuCr3,C,YUCR3C3,3,10,36,Mineral,92,Frozen Ground,21,Mineral,14,12,12,12.666666666666666,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr3,C,YUCR3C9,9,0.1,12,Mineral,120,>100cm,12,Mineral,34,18,9,20.333333333333332,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,Yukon Creek,YuCr3,C,YUCR3C6,6,0,18.5,Mineral,75,Frozen Ground,4,Mineral,5,10,10,8.333333333333334,yes,C6,18,18.5,10,11,10,10.5,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-08-04,Yukon Creek,YuCr4,A,YUCR4A3,3,0.1,2,Mineral,34,Mineral,2,Mineral,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr4,A,YUCR4A6,6,0.1,4.5,Mineral,32,Mineral,1,Mineral,11,11,NA,11,yes,A6,4.5,4.5,9.5,9.5,10,10,NA,NA,5,NA,5,NA,Core,Crumbly and dry,NA,NA
2025-08-04,Yukon Creek,YuCr4,A,YUCR4A9,9,1,2,Mineral,52,Mineral,2,Mineral,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr4,B,YUCR4B3,3,1,3,Mineral,29,Mineral,0.1,Mineral,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr4,B,YUCR4B6,6,0.1,2,Mineral,45,Mineral,6,Mineral,12,NA,NA,12,yes,B6,2,1.5,9,9,10,10,NA,NA,5,NA,5,NA,Core,Dry and crumbly,NA,NA
2025-08-04,Yukon Creek,YuCr4,B,YUCR4B9,9,NA,4,Mineral,21,Mineral,2,Mineral,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr4,C,YUCR4C3,3,0,1,Mineral,46,Mineral,2,Mineral,6,9,14,9.666666666666666,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr4,C,YUCR4C6,6,0,0,Mineral,35,Mineral,3,Mineral,21,18,NA,19.5,yes,C6,10.5,11,9,9.5,10,9.5,Had to go farther then 1 meter away from the transect to find organic,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr4,C,YUCR4C9,9,1,1.5,Mineral,34,Mineral,2,Mineral,28,23,18,23,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr5,A,YUCR5A3,3,0.5,0,Mineral,61,Rock,0,Mineral,19.5,21.5,22,21,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr5,A,YUCR5A6,6,0.5,3.5,Mineral,51,Rock,0,Mineral,26,24.5,28,26.166666666666668,yes,A6,3.5,3.5,9.5,9.5,9,9,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-08-04,Yukon Creek,YuCr5,A,YUCR5A9,9,0.1,0.5,Mineral,25,Rock,0,Mineral,18,14,23,18.333333333333332,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr5,B,YUCR5B3,3,0.5,0.5,Mineral,58,Mineral,3.5,Mineral,25.5,21.5,22,23,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr5,B,YUCR5B6,6,0.5,0.5,Mineral,15,Rock,1.5,Mineral,27,25.5,34,28.833333333333332,yes,B6,13,13.5,10.5,10,9.5,10,Had to go further than 1m off transect to find organic sample,NA,5,5,5,5,Core,NA,NA,NA
2025-08-04,Yukon Creek,YuCr5,B,YUCR5B9,9,0.5,1,Mineral,52,Rock,1.5,Mineral,30,32,34.5,32.166666666666664,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr5,C,YUCR5C6,6,0,2,Mineral,76,Mineral,2,Mineral,24.5,25,23.5,24.333333333333332,yes,C6,2,2,9,9,8,8,NA,NA,5,5,5,5,Core,NA,NA,NA
2025-08-04,Yukon Creek,YuCr5,C,YUCR5C9,9,0.1,3,Mineral,57,Mineral,2.5,Mineral,19,24,23,22,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-04,Yukon Creek,YuCr5,C,YUCR5C3,3,0.5,2.5,Mineral,11,Rock,4,Mineral,33.5,37,33,34.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
