date,fire_scar,site,plot,CollectionID,location..m.,green_moss,depth1,org_hit,thaw_d,thaw_hit,ar_sol_depth1,ar_sol_hit,ar_height1,ar_height2,ar_height3,ar_height_avg,collected,sample_id,sample_depth1,sample_depth2,sample_width1,sample_width2,sample_length1,sample_length2,organic_notes,min_depth,m1_depth1,m1_depth2,m2_depth1,m2_depth_2,min_coregrab,mineral_notes,general_notes,sample_photo
2021-07-17,Aggie Creek,AgCr1,A,NA,NA,NA,7,Mineral,40,Rock,4,Mineral,NA,NA,NA,29,yes,111-A,7,7,10,10,9,9,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,NA,NA,NA,23,Mineral,52,Rock,4.25,Mineral,NA,NA,NA,23.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,NA,NA,NA,8,Mineral,38,Rock,12.5,Mineral,NA,NA,NA,12.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,A,AGCR1A3,3,3.5,3,Mineral,29,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,A,AGCR1A6,6,8,2,Mineral,60,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hole depth = organic layer depth for all,NA
2025-07-21,Aggie Creek,AgCr1,A,AGCR1A9,9,8.5,3,Mineral,45,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,NA,NA,NA,14.5,Mineral,35,Rock,9,Mineral,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,NA,NA,NA,12.5,Mineral,32,Rock,12.5,Mineral,NA,NA,NA,14,yes,111-B,13,12,10,10,9.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,NA,NA,NA,18,Mineral,36,Rock,7.5,Mineral,NA,NA,NA,19.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,B,AGCR1B3,3,2,7,Mineral,54,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,B,AGCR1B6,6,9.5,3.5,Mineral,83,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,B,AGCR1B9,9,5,3.5,Mineral,60,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,NA,NA,NA,9.25,Mineral,42,Rock,16,Mineral,NA,NA,NA,11,yes,111-C,10,8.5,10,9,11,11,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,NA,NA,NA,5.5,Mineral,47,Rock,6,Mineral,NA,NA,NA,15.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,NA,NA,NA,10.75,Mineral,40,Rock,0,Mineral,NA,NA,NA,22.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,C,AGCR1C3,3,6,9,"Mineral,Rock",71,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,C,AGCR1C6,6,10.5,4.5,Mineral,53,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr1,C,AGCR1C9,9,10,4,Rock,30,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,NA,NA,NA,10,Mineral,56,Rock,12.75,Rock,NA,NA,NA,20.83333333,yes,93-A,10,10.5,11,11,10,9.5,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,NA,NA,NA,30.5,Rock,31,Rock,14.5,Rock,NA,NA,NA,6.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,NA,NA,NA,9.25,Mineral,57,Rock,27,Mineral,NA,NA,NA,8.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,A,AGCR2A3,3,1,10.5,Mineral,43,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,A,AGCR2A6,6,4.5,5.5,Mineral,17,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,A,AGCR2A9,9,0.5,14,Mineral,15,Rock,NA,NA,NA,NA,NA,NA,no,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,NA,NA,NA,6.5,"Mineral,Rock",17,Rock,15.5,Mineral,NA,NA,NA,6.5,yes,93-B,6.5,6.5,10.5,11,11,11,NA,6,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,NA,NA,NA,3.75,Mineral,14,Rock,5,Mineral,NA,NA,NA,16.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,NA,NA,NA,12,Rock,38,Rock,8.75,Mineral,NA,NA,NA,9.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,B,AGCR2B3,3,0.5,5,Mineral,20,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,B,AGCR2B6,6,0,3.5,Mineral,54,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,B,AGCR2B9,9,0,20.5,Mineral,70,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,NA,NA,NA,18,Rock,24,Rock,4.25,Rock,NA,NA,NA,12.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,NA,NA,NA,10.5,"Mineral,Rock",20,Rock,12.5,Rock,NA,NA,NA,3,yes,93-C,12,11,10.5,10,10,9.5,NA,4,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,NA,NA,NA,10,"Mineral,Rock",16,Rock,10.5,Rock,NA,NA,NA,12.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,C,AGCR2C3,3,4,5.5,Mineral,26,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,C,AGCR2C6,6,2.5,1.5,Mineral,31,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-21,Aggie Creek,AgCr2,C,AGCR2C9,9,3,3.5,Mineral,30,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,A,NA,NA,NA,48,Rock,49,Rock,19.5,Mineral,NA,NA,NA,17.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,A,NA,NA,NA,9.25,Mineral,40,Rock,9,Mineral,NA,NA,NA,14.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,A,NA,NA,NA,5.25,"Mineral,Rock",85,Rock,5.25,"Mineral,Rock",NA,NA,NA,17,yes,94-A,5.5,5.5,12,12,11,11.5,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2025-07-22,Aggie Creek,AgCr3,A,AGCR3A6,6,0.5,7.5,Rock,17,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr3,A,AGCR3A9,9,0,3.5,Mineral,56,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr3,A,AGCR3A3,3,6,4.5,Mineral,53,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,B,NA,NA,NA,36,Rock,42,Rock,24.25,Rock,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,B,NA,NA,NA,20,Mineral,71,Rock,11,Rock,NA,NA,NA,11.33333333,yes,94-B,20,18,10,11.5,11,8,Narrower at bottom,NA,NA,NA,NA,NA,None,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,B,NA,NA,NA,40.5,Mineral,52,Rock,21.5,Mineral,NA,NA,NA,16.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr3,B,AGCR3B3,3,1,19.5,Rock,82,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr3,B,AGCR3B6,6,1,7.5,Mineral,18,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr3,B,AGCR3B9,9,3,7.5,Mineral,22.5,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,C,NA,NA,NA,13.25,Mineral,36,Rock,13.25,Mineral,NA,NA,NA,13.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,Aggie Creek,AgCr3,C,NA,NA,NA,15.5,"Rock,Mineral",40,Rock,16,Mineral,NA,NA,NA,17.66666667,yes,94-C,16,16,11,12.5,12.5,12,NA,10,NA,NA,NA,NA,Grab,Gravelly,NA,NA
2021-07-17,Aggie Creek,AgCr3,C,NA,NA,NA,20.75,"Rock,Mineral",32,Rock,26,Mineral,NA,NA,NA,12.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr3,C,AGCR3C3,3,1.5,1,Mineral,26.5,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr3,C,AGCR3C6,6,2,5.5,Mineral,46,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr3,C,AGCR3C9,9,2.5,3.5,Mineral,28,Rock,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,A,NA,NA,NA,27,Mineral,NA,NA,12.25,Mineral,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,A,NA,NA,NA,13,Mineral,51,Frozen Ground,13,Mineral,NA,NA,NA,9.666666667,yes,89-A,13,13,10,10.5,11.5,11,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,A,NA,NA,NA,22,Mineral,80,Frozen Ground,9.75,Mineral,NA,NA,NA,10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,A,AGCR4A3,3,0.1,14.5,Mineral,112,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,A,AGCR4A6,6,10,20,"Mineral,Water",110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,A,AGCR4A9,9,10,9,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,NA,11,Mineral,NA,NA,11,Mineral,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,NA,14.5,"Mineral,Rock",75,Frozen Ground,21.5,Mineral,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,B,NA,NA,NA,8.5,Mineral,55,Frozen Ground,22.5,Mineral,NA,NA,NA,7,yes,89-B,9,8,11,11,10,10,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,B,AGCR4 B3,3,15,13,"Mineral,Water",110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,B,AGCR4 B6,6,8,17,"Mineral,Water",110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,B,AGCR4 B9,9,1,18,"Mineral,Water",110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,C,NA,NA,NA,27,Mineral,56,Frozen Ground,11,Mineral,NA,NA,NA,5.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,C,NA,NA,NA,23.5,Mineral,36,Frozen Ground,35.5,Mineral,NA,NA,NA,5.833333333,yes,89-C,24,23,10,11.5,10.5,12,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-18,Aggie Creek,AgCr4,C,NA,NA,NA,22.5,Mineral,40,Frozen Ground,20,Rock,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,C,AGCR4 C3,3,8,25,"Mineral,Water",110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,C,AGCR4 C6,6,7,13,"Mineral,Water",85,"Frozen Ground,Rock",NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr4,C,AGCR4 C9,9,5,23,"Mineral,Water",112,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,A,NA,NA,NA,12.5,Mineral,NA,NA,16.5,Mineral,NA,NA,NA,16,yes,110-A,13,12,10,11.5,10,11,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,A,NA,NA,NA,14,Mineral,NA,NA,14,Mineral,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,A,NA,NA,NA,11.5,Mineral,NA,NA,13.5,Mineral,NA,NA,NA,12.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,A,AGCR5A3,3,0.5,32.5,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,A,AGCR5A6,6,2,17,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,A,AGCR5A9,9,0.5,22,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,B,NA,NA,NA,8.5,Mineral,NA,NA,22,Mineral,NA,NA,NA,10.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,B,NA,NA,NA,12,Mineral,NA,NA,12,Mineral,NA,NA,NA,8.166666667,yes,110-B,12,12,12,12,9,9,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,B,NA,NA,NA,8,Mineral,NA,NA,8,Mineral,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,B,AGCR5B3,3,0.1,10,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,B,AGCR5B6,6,0.1,10.3,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,B,AGCR5B9,9,6,15,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,C,NA,NA,NA,10,Mineral,73,Mineral,8,Mineral,NA,NA,NA,10,yes,110-C,10,10,12,12,10,10,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,C,NA,NA,NA,9,Mineral,66,Mineral,16,Mineral,NA,NA,NA,14.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr5,C,NA,NA,NA,10,Mineral,72,Mineral,9.5,Mineral,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,C,AGCR5C3,3,3.5,6.5,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,C,AGCR5C9,9,0.5,13.5,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr5,C,AGCR5C6,6,2,10,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,A,NA,NA,NA,16.5,Mineral,72,Mineral,13.5,Mineral,NA,NA,NA,25.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,A,NA,NA,NA,16,Mineral,NA,NA,12.5,Mineral,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,A,NA,NA,NA,8,Mineral,66,Mineral,7.5,Mineral,NA,NA,NA,15.66666667,yes,109-A,8,8,11.5,11,9,9,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,A,AGCR6A3,3,2,10,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,A,AGCR6A6,6,7,7,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,A,AGCR6A9,9,6,8,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,B,NA,NA,NA,9.75,Mineral,66,Mineral,20,Mineral,NA,NA,NA,18.66666667,yes,109-B,9.5,10,12,12,11,11,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,B,NA,NA,NA,13.25,Mineral,71,Mineral,10,Mineral,NA,NA,NA,20.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,B,NA,NA,NA,9.5,Mineral,NA,NA,11,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,B,AGCR6B3,3,3,5.5,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,B,AGCR6B9,9,3.5,6,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,B,AGCR6B6,6,5,15,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,NA,NA,NA,8.75,Mineral,73,Mineral,11,Mineral,NA,NA,NA,11.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,NA,NA,NA,9,Mineral,NA,NA,12.75,Mineral,NA,NA,NA,10.33333333,yes,109-C,9,8.5,11,12,10,9.5,NA,10,NA,NA,NA,NA,Grab,NA,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,NA,NA,NA,12.5,Mineral,NA,NA,12.5,Mineral,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,C,AGCR6C6,6,2,3.5,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,C,AGCR6C3,3,4,9,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-22,Aggie Creek,AgCr6,C,AGCR6C9,9,2,5.5,Mineral,110,>100cm,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,NA,18,Mineral,40,Frozen Ground,18,Mineral,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-08,Chitanana,Chit1,A,NA,NA,NA,24,Mineral,39,Frozen Ground,30,Mineral,NA,NA,NA,8,yes,Chit29A,24,23.5,10,10.5,9.5,11,NA,NA,NA,NA,NA,NA,None,Hole filled with water.,NA,NA
2025-08-03,Chitanana,Chit1,A,CHIT1A3,3,0,23,Mineral,52,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,Chitanana,Chit1,A,CHIT1A6,6,0.1,21,Mineral,49,Frozen Ground,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
