"fire_scar","site","old.site","date","year","latitude_at_0m","longitude_at_0m","latitude_at_30m","longitude_at_30m","elevation","slope","aspect","transect_orientation","dNBR","severity","ground_severity","moisture_class","pre_fire_vegetation","site_notes","site_photo_start","site_photo_end"
"Aggie Creek","AgCr1",111,"7/17/2021",2021,65.23943,-148.13654,NA,NA,344,9,23,NA,0.726504921913147,NA,NA,"mesic-subxeric","Black spruce; unburned birch and spruce nearby","Most trees down;  severe burn; a little grassy; lots of birch and spruce regeneration ",NA,NA
"Aggie Creek","AgCr1",111,"7/21/2025",2025,65.239433,-148.136556,65.239433,-148.136556,358,0,211,121,0.726504921913147,NA,3,"mesic","Bs","Mixed. Spruce and birch regen, some big birch. Unburned birch nearby (100m)","aead2fcd-1c64-4aa8-9076-8a8b6eea0ea6","f32fa451-9741-4adb-b2d2-e256d4ba2788"
"Aggie Creek","AgCr2",93,"7/17/2021",2021,65.23635,-148.1286,NA,NA,358,11,38,NA,0.542445242404938,NA,NA,"mesic","Black spruce","Low combustion of trees; rocky; most organic hit rock before mineral; generally small org layers; ",NA,NA
"Aggie Creek","AgCr2",93,"7/21/2025",2025,65.236344,-148.128961,65.236169,-148.128417,369,0,199,109,0.542445242404938,NA,1,"mesic-subhygric","0","Site is rocky with only spruce regeneration. Shallow organic layer on top of rocks transition out the surface organic burned soil. Mostly polytrichum moss.","5c4d50bc-88a2-4148-bdc7-c5e5b4f8e9f7","c08db556-c7ab-4d1e-8e50-57201755dba4"
"Aggie Creek","AgCr3",94,"7/17/2021",2021,65.23642,-148.1326,NA,NA,369,10.5,334,NA,0.585850358009338,NA,NA,"mesic-subhygric","Black spruce - a few live ones ","Humid layer is thick. Patches of sphagnum. Small back spruce. Rocky soils. Some spruce regeneration and birch. Low severity. ",NA,NA
"Aggie Creek","AgCr3",94,"7/21/2025",2025,65.236381,-148.13255,65.236381,-148.13255,344,0,170,80,0.585850358009338,3,2,"mesic","Black spruce low density and productivity ","Patches of unburned sphagnum. Highly variable, rocky site. Patches and f high density spruce on chard sphagnum. Landscape undulating.","c74c8bdf-f18f-4b05-bcc0-54feff338d88","36b9a017-d2ee-4ea2-bb28-75715a55cc39"
"Aggie Creek","AgCr4",89,"7/18/2021",2021,65.2315,-148.13765,NA,NA,376,2,259,NA,0.628085911273956,NA,NA,"subhygric","Black spruce and tussocks","Soils collected intertussock; low severity",NA,NA
"Aggie Creek","AgCr4",89,"7/22/2025",2025,65.23154,-148.13757,65.231244,-148.137483,340,2,261,171,0.628085911273956,1,1,"subhygric","Black spruce","Old site is Aggie 89 end cord:65.23125 148.13747
Low spruce density. Spruce regen. Unburned patched with Sphagnum. Standing water is present. Bethany and some alder is present. Tussocks are present. Previous site was 89","ad483a7a-f182-453b-8993-710df6873ab6","bf0dae68-80ca-4c0e-bc07-112e51f0a5f1"
"Aggie Creek","AgCr5",110,"7/18/2021",2021,65.23412,-148.13985,NA,NA,367,2.5,206,NA,0.650740504264832,NA,NA,"mesic-subhygric","Black spruce","Starts at tenge of tussock patch. High severity. Deep burning. Spruce and birch regeneration.low drainage. ",NA,NA
"Aggie Creek","AgCr5",110,"7/22/2025",2025,65.234131,-148.139844,65.234281,-148.140417,382,2,206,296,0.650740504264832,3,2,"mesic","Black spruce, low density."," Loads of spruce regeneration. One or two birch regen at low density. No permafrost, no rock. End POC 65.23424 148.14020","155cdfc8-5fa6-427b-88c2-6e588370cc73","122482c1-24b9-4a39-b6af-bcfe6cfe4ccc"
"Aggie Creek","AgCr6",109,"7/18/2021",2021,65.23398,-148.13544,NA,NA,352,3,223,NA,0.579750597476959,NA,NA,"mesic","Black spruce","High severity. Humid later. Spruce and birch regen. Most trees fallen. Deep burning. ",NA,NA
"Aggie Creek","AgCr6",109,"7/22/2025",2025,65.23406,-148.13551,65.234264,-148.135739,420,2,252,342,0.579750597476959,2,3,"mesic","Black spruce","Lots of spruce and birch regen. High severity. Most trees fallen. Slope is minimal. Was previously 109. End coordinates: 65.23426 148.13573. Datum: WGS84","891f9900-d485-44bd-92b2-869965961396","6b12241c-5cd4-42d3-a68f-9c286913c04b"
"Chitanana","Chit1",29,"7/8/2023",2023,64.830883,-151.342338,NA,NA,101,6,322,NA,0.527454078197479,NA,NA,"mesic-subhygric","Black spruce. Larch uncommon. Possible white spruce component","Transect bearing 46. Transect runs through the tapering edge of black spruce Woodland. Open Tussock Meadow down slope. Green aspens upslope on minor ridgetop. ",NA,NA
"Chitanana","Chit1",29,"8/3/2025",2025,64.83076,-151.34212,64.83114,-151.34233,111,0,0,360,0.37580543756485,2,2,"mesic-subhygric","Black spruce low density low productivity ","Site is low land with medium to low severity. Having a hard time really telling. Group was leaning medium burn severity. Permafrost was present around 30 to 50. Orginic was more shallow at 15/18 cm. Lots of tussock regen with some betula and salix regen. Some spruce and birch regen.","c6def796-870e-47a1-949c-57eb000b887d","ef17f6cb-4304-463e-9661-36482b06a169"
"Chitanana","Chit3",32,"7/9/2023",2023,64.83542,-151.445774,NA,NA,77,1,316,NA,0.0144354701042175,NA,NA,"mesic-subhygric","Black spruce and larch. ","Trans bearing 195. Site located at a low point on the landscape. Two bogs are near the site and have standing water visible. Burn pattern was patchy and incomplete. Unburned aspen and white spruce visible outside of site. ",NA,NA
"Chitanana","Chit3",32,"8/3/2025",2025,64.83514,-151.44589,64.83548,-151.44589,77,0,0,360,0.0814158320426941,1,1,"mesic-subhygric","Black spruce sphagnum area with low productivity and density.","Site is in flat lowland area. Found past site post and went 30m south instead of north so stay in fire scar. No mineral. Only hitting frozen ground. Sphagnum was think about 30 cm. Live spruce tree surround site. So,‘em spruce and Larch regen was present.","67c0e4e9-7c7d-498b-9035-edf8282b09b5","e7d3b1b4-cca2-4cf0-9dc9-a62b49ea61a3"
"Chitanana","Chit4",33,"7/9/2023",2023,64.834231,-151.442154,NA,NA,77,0,0,NA,0.26547372341156,NA,NA,"mesic-subhygric","Black spruce occasional larch. ","Trans bearing 0. Patchy burn pattern at site. Located 30m away from river to SE. no notable topography at site level. Last plot of a long day. ",NA,NA
"Chitanana","Chit4",33,"8/3/2025",2025,64.83427,-151.44212,64.8345,-151.44215,82,0,0,360,0.26547372341156,1,1,"mesic","Black spruce with very low density and productivity with deciduous surrounding ","Site is in low land with both spruce and some deciduous present. Site is surrounded by deciduous trees on east and more spruce to the west. Lots of tussocks. Permafrost was present at about 40 cm. Organic was think into mineral. Some spruce regen but mostly birch. Alder and betula shrub regen as well","18b4b263-859b-4be6-9a5a-a42649146e4e","6f5b22c9-3540-4c30-af87-33f439b7115e"
"Dry Creek","DrCr1",NA,"8/5/2024",2024,64.9232,-150.57332,NA,NA,115,0,0,0,0.418499827384949,3,2,"subhygric","Low density black spruce. Tussocks. ","Transect located between open tussock area (100 m away) and unburned birch stand (50 m away). Tall prefire spruce, almost all still standing. Wet soils, deep organic soils remaining. Lots of tussock and birch shrub regen, ledum, grass. Fair number of prefire snags. Lots of spruce and birch seedlings, all quite small. Approximately 1.5 times more spruce seedlings than birch. Many birch seedlings too small to distinguish betula nana and neoalaskana. ","9830f1c7-c3ee-43a6-85f6-8182be62c5ac","7ae55cbb-debd-4e9c-a04f-3a72c6090e0f"
"Dry Creek","DrCr2",NA,"8/5/2024",2024,64.92661,-150.57555,NA,NA,101,0,0,0,0.533578991889954,1,1,"subhygric","Low density black spruce, birch shrubs","Major grass and bena regen. About 50m from open tussock area. Soils are wet and there are deep organics remaining. AR roots very close to surface. Not particularly close to any birch trees. Weird little hill 15m past end of transect. ","3126ba8a-8467-4abc-af35-f1d7479a506a","91256f5e-dfcf-410c-87d6-7b10f9ed9967"
"Dry Creek","DrCr3",NA,"8/5/2024",2024,64.92505,-150.57394,NA,NA,97,0,0,0,0.380540817975998,2,2,"subhygric","Sparse black spruce, tussocks","Deep organic soils with high soil moisture, adventitious roots don’t show signs of deep burning. Variable burning on trees. High regen of tussocks and birch shrubs. Understory also abundant in ledum and grass. 50 m away from open tussock area. Similar to DrCr1 and DrCr2, slightly more drained soils and more tussocks than DrCr2","49ba51b6-a059-4cb4-bfa6-471fbf11f067","ea3c7d47-2ac1-4ee6-bd96-70a31e2be201"
"Dry Creek","DrCr4",NA,"8/6/2024",2024,64.88567,-150.55754,NA,NA,108,0,0,0,0.825664460659027,3,2,"mesic-subxeric","Mid density black spruce","Shallow organic soils, some evidence of char from previous fire at organic mineral interface, organic soils include burned moss and fibric. Variable burning on trees, almost all trees standing. Understory grass, vacvit, ledum, equisetum. Scattered aspen saplings in the area with a dense stand of aspen saplings directly south of the transect, a few within the area of transect. 50 m away from mature unburned deciduous stand. ","f877d278-c7dc-4376-a468-2c1c80dfc9b2","d2233278-a987-489b-867c-c939e599e8fa"
"Dry Creek","DrCr5",NA,"8/6/2024",2024,64.88654,-150.55486,NA,NA,95,0,0,0,0.801695346832275,2,3,"mesic-subxeric","Mid density black spruce, willow","Shallow organic soils consisting of burned moss and fibric material. Understory grass, equisetum, willow regen, aspen seedlings. Trees fairly burned and mostly standing. 50 m away from unburned deciduous stand. Seedling counts in 3, 6, 9 m quadrats not representative of seedling counts, counted seedlings in 30x1 m belt on right side and had 5 spruce seedlings and 7 aspen seedlings. 3 diameters for spruce: 0.06, 0.05, 0.01 cm, 3 diameters for aspen:  0.25, 0.13, 0.15 cm. Ran out of stakes during site establishment, only 0m and 30m have stakes","dd7ec93d-1775-4d98-bd8d-10f592dd200a","879d8890-7cb5-4c5f-97bb-9120149093e7"
"Dry Creek","DrCr6",NA,"8/6/2024",2024,64.88749,-150.54665,NA,NA,93,0,0,0,0.642024517059326,1,2,"mesic-subhygric","Mid density black spruce","Many trees in this area including on our transect are bending over, many severely burned trees. Deep organics remaining, surface primarily burned moss. Understory ledum, calamagrostis, vac uli, vac vit. Seedling minimal but present throughout transect. Birch seedling also present. There is a small hill 20m north of transect and open tussock are 75m from transect. Ran out of posts during site establishment. Only 0 & 30m have posts.","b9bd69d0-814e-42c5-b423-bc21766af95c","328831b3-a141-4483-a52f-45ad26d5a5ce"
"Globe","Glob1",NA,"8/9/2024",2024,65.28139,-148.18616,NA,NA,177,0,0,0,0.188748300075531,NA,1,"subhygric","Low density black spruce, sphagnum, tussocks","Very mosaic burning with deeper burned areas, burned hummocks, and patches of unburned moss. Many shrubs still have burnt foliage. Almost all trees have green needles, will be super interesting to see if anyone survives. Crowns relatively untouched, but some combustion of lower half. Tussocks very burnt, but with good regen. Rubus and spirea regen. Some minimal standing water. Shallow thaw depth, 47 ish. Unburned birch on one side, spruce on the other","085c4e71-89da-4a09-8d1c-52af61c54b6e","ee786e27-e551-4686-9800-bde23c66b625"
"Globe","Glob1",NA,"7/31/2025",2025,65.28139,-148.18611,65.28167,-148.18611,178,0,0,0,0.188748300075531,1,1,"mesic-subhygric","High density low productivity Black spruce with ~1.5-2 meter spacing, erivag tussocks and abundant moss cover (feather moss and sphagnum) ","Site seemed pretty low severity with a lot of unburned moss hummocks. Permafrost was shallow around 50 cm. Thick organic with some patches around trees that burned more hot. Area is surrounded by unburned spruce and birch. So,e birch and spruce regen. Lots to tussock and RHOGRO and Spirea regen. ","c00210e8-1580-4bb9-8c67-6c8ac111433a","f31cc32e-839d-479d-99b9-f8adbae5a68d"
"Globe","Glob2",NA,"8/9/2024",2024,65.28362,-148.18996,NA,NA,186,0,0,0,0.602912187576294,NA,2,"subhygric","Sparse mid size black spruce, tussocks ","Low density black spruce, tussocks, some small birch, alder and bena. Scattered large islands of unburned moss, some clumps of burned, lots of burned. Tussocks with strong regen. Trees retain most fine branches  taller crowns escaped burning. Variety of tree sizes. ","0e125fcb-9d68-49b0-b0b9-a5e15b2925f1","d865d4c1-32dc-4cbc-b5d1-0ee79f88c760"
"Globe","Glob2",NA,"7/31/2025",2025,65.28352,-148.18996,65.28387,-148.1895,136,0,0,2,0.630643904209137,2,1,"subhygric","Black spruce high density low productivity with some birch","This site seemed to be a little more severe then globe 1 with little to no live moss. Permafrost was shallow at about 20 to 40. Think organic 30 plus cm. Some deep burning around tree but no visible mineral. Some birch arround site. Both birch and spruce regen. A lot of birch shrub hybrids around as well","84822c1a-220a-4e17-be4a-f6edf5f9c060","1f7c6230-4eaa-46d9-b1f1-19b7a9b11e06"
"Globe","Glob3",NA,"8/9/2024",2024,65.28218,-148.18823,NA,NA,182,0,0,0,0.48699563741684,NA,2,"subhygric","Sparse large black spruce ","Mid to large mid dense spruce. Some standing water. Remnantstree burned hummocks, ledum shrubs , few tussocks. 0m very near birch stand. Trees lightly burned, soil more severely burned. ","c75471ef-3a3b-46a0-87c9-891c9344edb4","adaa5c2d-6f79-443d-8e44-5b30b1015a58"
"Globe","Glob3",NA,"7/31/2025",2025,65.28221,-148.18825,65.28247,-148.18825,177,0,0,360,0.55408638715744,1,1,"subhygric","Black spruce medium density and productivity ","Area is surrounded by unburned spruce and birch. Site is low severity with patches of unburned moss. Permafrost is present about 60 cm. Standing water in some areas. Think organic with deeper burning around trees but no mineral exposed. Spruce and birch regen. Tussock and RHOGRO regen. ","1052f08f-76ee-4e7d-9834-9c4cc623aaaa","61707d9c-5b7e-4a68-87e4-1f610c8051b5"
"Globe","Glob4",0,"7/23/2025",2025,65.29176,-148.17326,65.29176,-148.17398,328,9,168,258,0.313530713319778,3,2,"subxeric","black spruce stand with some white spruce present","High severity burn area with a lot of organic combustion. However, deep organic layer still present. Little to no permafrost. Some birch regen at very low density. Very small. Highly productive south facing slope. All black spruce along transect.","dc664548-4b32-49a5-82f6-e47e8a26d3ab","19f3f90d-9674-4cd1-bc43-1be837c128ae"
"Globe","Glob5",NA,"7/23/2025",2025,65.29108,-148.17036,65.29099,-148.16991,321,12,189,98,0.668669581413269,3,2,"mesic","Black spruce with a few white spruce in the vicinity. ","Mid to low south facing slope. Some very small spruce and birch regeneration. Fairly deep organic and deep burning in spots, but highly variable. No permafrost. Lots of grass and equisetum. Some wet patches deep in the org soil. ","ea06f18e-12c5-456c-86d7-cf5c63d5b0d0","97644585-1997-41db-bb56-ec1423783564"
"Globe","Glob6",NA,"7/23/2025",2025,65.28645,-148.15176,65.28648,-148.15244,222,17,189,278,0.526519775390625,3,3,"subxeric","Black with a few big white spruce around. ","Deep burning. All trees fallen over. Rocky. No organic soil remaining. No organic samples taken. No regeneration. Lots of mineral soil and fire moss.","d6bf8b92-b073-4308-97ed-0e2ad345dd31","abf73776-328b-459f-866d-1c1c89e898df"
"Haystack","Hays1",NA,"7/14/2024",2024,65.17558,-147.6353,NA,NA,813,7,78,NA,0.659830927848816,3,2,"mesic-subxeric","Black spruce. Low density.","Lots of betula and willow. No exposed mineral soil.","1bda4af3-7396-40a3-ba12-377336a1aa9b","3b334af9-a45f-4f4a-a942-2ac5717eee8c"
"Haystack","Hays2",NA,"7/14/2024",2024,65.17706,-147.63258,NA,NA,723,2,202,NA,0.651243388652802,3,1,"mesic","Sparse black spruce, willows, betula. ","Organic soil patchy burned, more fine branches then hays1","384b4d95-7c46-49ef-95c7-b45d2b6a7da1","cc991fc3-9be1-4831-a696-586e14a00241"
"Haystack","Hays3",NA,"7/14/2024",2024,65.17498,-147.63118,NA,NA,704,8,95,NA,0.645237147808075,3,3,"mesic","Sparse black spruce, willows, bene ","Seemed lower severity than HAYS1 +2. Different in soil severity, similar in tree severity.","a23683be-02a8-4a1b-9b4a-773f6302ecab","c5e31609-bb88-4782-8ae6-209610bbe4e6"
"Haystack","Hays4",NA,"7/25/2024",2024,65.17747,-147.61681,NA,NA,701,11,158,67,0.30930358171463,1,1,"subxeric","Tall black spruce, some birch, willow","Very rocky slope, in mosaic of unburned stands. A few live trees on or near transect. Low severity burn visible in trees and soil, but most trees show at least signs of singeing. Most trees fairly large and tall. Some clumps of moss within belt remain unburned, though severely stressed. Little creek nearby. Mostly grass and shrubs. No seedlings in understory survey, and none obviously visual while sampling. Observational walk along transect revealed one PM seedling along entirety of transect! 2-3 PM seedling noticed on non-veg side of belt transect, but otherwise no sign of seedlings. ","ae5bff9c-c7ac-4dfa-b6a3-aa10548c7408","1d7357ef-8715-4dd9-9ed1-c7109074564a"
"Haystack","Hays5",NA,"7/25/2024",2024,65.1789,-147.61932,NA,NA,735,7,172,81,0.538592576980591,2,2,"subxeric","Low density black spruce, willows","Lots of willow regeneration and grass. Site close to ATV trail. Rocky soils. No seedlings present on transect.","01c30935-6870-4ad5-87aa-bf7b79708256","b3f77da7-b7e3-46bc-a513-2a7bf8cf89f8"
"Haystack","Hays6",NA,"7/25/2024",2024,65.17746,-147.62292,NA,NA,713,8,147,65,0.46743768453598,3,1,"subxeric","Low density black spruce, willows ","Low severity burn on trees, burned moss visible. Black spruce and aspen seedlings present in the area but not within transect belt. Very rocky soils with deep organic. ","a61b63ca-630c-4303-bde8-936c258dc946","a40101eb-48b2-458d-9340-8813b406995c"
"Hess Creek","HeCr1",179,"7/10/2021",2021,65.48892,-148.38425,NA,NA,391,7,134,NA,0.782004356384277,NA,NA,"mesic","Black and white spruce with loads of alder","Super rocky organic soils. Some spruce regeneration.loads of grass. Fairly low severity. ",NA,NA
"Hess Creek","HeCr1",179,"7/22/2024",2024,65.48885,-148.38408,NA,NA,326,13,194,81,0.782004356384277,3,1,"mesic-subxeric","Sparse spruce, some birch, alder, willows","Rocky. Shallow layer of gravel around 14cm that bread knife was unable to cut through but thaw probe sometimes could. Then very long slow hard push to next rocky layer at 70ish. Most trees are still standing, as opposed to patch we walked through to arrive at this site. Extremely grassy, best wild raspberries I’ve had. Ground very dry, mostly covered by thick mat of grass litter. LC plot 179","325f019b-be7e-4b29-8e43-da2da5311878","614e9876-38b0-46ea-9a53-ebceaca96600"
"Hess Creek","HeCr2",170,"7/10/2021",2021,65.48506,-148.37856,NA,NA,312,10,179,NA,1.02402675151825,NA,NA,"subxeric","Mainly black spruce some birch","Aspen nearby and aspen seedlings in transect; fire scars on black spruce trees suggesting multiple ages; medium severity; birch resprouts; spruce seedlings; took two large and two small tree disks because the larger ones probably survived the fire ",NA,NA
