"fire_scar","site","old.site","date","year","latitude_at_0m","longitude_at_0m","latitude_at_30m","longitude_at_30m","elevation","slope","aspect","transect_orientation","dNBR","severity","ground_severity","moisture_class","pre_fire_vegetation","site_notes","site_photo_start","site_photo_end"
"Shovel Creek","ShCr6",47,"7/20/2021",2021,64.94795,-148.31549,NA,NA,686,15,352,NA,0.64884352684021,NA,NA,"subxeric","Black spruce","Rocky; thin organic; only 1 mineral collected; lots of shrub resprouts; trees had low combustion",NA,NA
"Shovel Creek","ShCr6",47,"7/17/2024",2024,64.94801,-148.31558,NA,NA,647,8,348,77,0.64884352684021,3,2,"mesic-subxeric","Black spruce. Sparse and large. ","Old LC ID 47. No seedlings regen. NAU photo site. ","cd949303-d0d3-48d5-af8c-9ab1d6238152","69cb1151-731c-46ca-be0a-f7147ef2d15b"
"Slate","Slat1",NA,"8/10/2024",2024,65.20104,-148.48616,NA,NA,127,0,0,0,0.61456310749054,NA,3,"mesic-subhygric","Low density mid to tall black spruce, tussocks, some moss hummocks","Ground severity high, many trees missing fine branches. Almost all moss burned away. 50 thaw depth, water close to surface, but no standing. Very little regen except for erivag. Small match of high severity, but seems representative of landscape hedges unburned/low severity black spruce and moss hummocks. ","a4ed2e2c-0422-4480-b928-e30ceaf402bd","98eec35e-78fc-4d5f-88d9-4755d1955520"
"Slate","Slat1",NA,"7/26/2025",2025,65.20097,-148.48613,65.20125,-148.48615,117,0,0,0,0.61456310749054,1,2,"subhygric","Black spruce and tussocks.","Mid to low severity tree burning. Low surface severity. Burned tussocks. Thaw at 60-50 cm. A few spruce regenerating. Lots of burned organic/moss surfaces. Shallow water table. ","ce8710c0-e648-4a1d-92bd-b05179a041a3","c24f8055-d35c-4c63-8e39-9960b688920c"
"Slate","Slat2",NA,"8/10/2024",2024,65.1998,-148.48158,NA,NA,124,0,0,0,0.717092752456665,NA,2,"mesic","  Mid density black spruce, moss hummocks","Trees mix of standing and fallen. Grounds looks quite burned, trees moderate. Very little regen, little to no standing water tho it’s close to surface. Thaw depth to frozen ground 42ish. Mid size patch of similar, nearby unburned and low severity burned spruce","05d994f6-3773-44b9-9884-3a6729518c48","52176c76-c813-4cb8-898e-e38df19157c6"
"Slate","Slat2",NA,"7/26/2025",2025,65.1999,-148.48169,65.20004,-148.48157,114,0,0,0,0.717092752456665,3,2,"subhygric","Black spruce high density low productivity ","Permafrost close to surface. Patchy burning with some mineral showing while moss is present in other areas. Really wet. Standing water. Tussocks and sphagnum around. Soupy soil samples. Minimal black spruce regen.","4b08ef8f-d21f-4f4e-9efa-4e46787ef824","5205865e-d6c5-4ad8-afae-d77aac4ccc54"
"Slate","Slat3",NA,"8/10/2024",2024,65.19993,-148.47722,NA,NA,122,0,0,0,0.500281453132629,NA,1,"mesic-subhygric","Moderate black spruce, tussocks","Mid size mid density mid combustion black spruce. Ground mostly tussocks. Not much other regen. No standing water, but close to surface. Shallow thaw depth. Smallish patch, typical for this area. Near unburned spruce. ","340e999e-2ecf-43d0-80d2-a576f278afa2","8e705f89-c0f8-4454-abca-05c1f1530e61"
"Slate","Slat3",NA,"7/26/2025",2025,65.19973,-148.47748,65.20021,-148.47717,91,0,0,360,0.558947026729584,1,2,"subhygric","Low productivity black spruce. Tussocks and burned sphagnum","Very wet. Standing water. Permafrost around 50cm. Some small spruce regeneration. Water table at mineral soil surface. Low severity burning. Landed in sphagnum bog - helicopter couldn’t stay with us. ","ab4c0cf3-22a5-4e2d-be2d-e652362df0ec","33b4a7c5-188f-470a-baf9-ab07d9ca729d"
"Slate","Slat4",NA,"8/10/2024",2024,65.18306,-148.49866,NA,NA,124,0,0,0,0.595691084861755,NA,1,"subhygric","Low density mid size spruce. Sphagnum, few tussocks, many shrubs. ","Sparse spruce. Low to mid burning. Burned/dead sphagnum understory. Quite wet! Grass and some tussock regen. Lots of burned shrubs. Between two slight hills that have decid trees. Deep organics - didn’t hit mineral. 48ish thaw depth","7cca1b78-f152-4770-8ee9-feff3dc3d966","61273b29-2c65-4c3c-8042-4355b4493a3b"
"Slate","Slat4",NA,"7/27/2025",2025,65.251144,-148.474339,65.25092,-148.47392,261,3,225,138,0.785884261131287,3,3,"mesic-subxeric","Black spruce high density and productivity surrounded by birch tree","On south west facing slope. High severity burn site deep burning with mineral soil present. However some patched of organic are present. No permfrost. Lots of downed trees. Mostly fireweed present. Site is all black spruce but it is surrounded by birch.","906e280a-fcdd-4ea7-83bd-18e545b41d80","6a476fc5-fdbd-47a7-b99a-4f2713b419b4"
"Slate","Slat5",NA,"8/10/2024",2024,65.18204,-148.49489,NA,NA,128,0,0,0,0.663870871067047,NA,3,"subhygric","Mid density mid size black spruce, feather moss ","Mid density tall black spruce. Another small patch between low severity tussock bs and sphagnum and unburned decid. Trees very burned, low regen, only some grass, ground variably burned with burned feather moss patches and some down to mineral. That depth 70ish. A bit of standing water, not much. Most trees standing. ","d9203705-5fbb-45d2-93b4-182f86e5b054","0a817f3f-0867-4e2f-93cf-2bbfba2cbe48"
"Slate","Slat5",NA,"7/27/2025",2025,65.24859,-148.47292,65.24854,-148.47227,151,3,190,100,0.793016314506531,2,3,"subxeric","Black spruce. All fallen over. ","Deep burning. Trees fallen. No regen…except for one spruce seedling. Lots of exposed mineral soil. Few patches of shallow organic left. Tried to sample the organic in those spots. No thaw reached..dense mineral soil at depth. Note this is NOT the same slat5 as last year. ","98e9a305-5fbe-4f08-8337-61d279adf341,945a84ba-c8dd-40d5-ab9e-1a857eff875d","b7e0a127-d9af-4db6-b996-3f13d5fabcd1"
"Slate","Slat6",NA,"7/27/2025",2025,65.24952,-148.46826,65.24958,-148.46756,157,4,168,78,0.798560619354248,3,3,"subxeric","Black spruce low density high productivity with birch and aspen near by","South east facing slope. Patchy burning with mineral exposed and some organic present. Very 
Large black spruce. Some of the biggest Xanthe has seen. Lots of aspen regen around. Some down tres but not as many as last site. Trees are not flagged","51e1febe-87b5-4faf-affd-74adcbf9c300","30e23531-9b6f-480c-b55a-5882c2c4d05d"
"Teklanika","Tekl1",NA,"8/3/2024",2024,64.41264,-149.40686,NA,NA,134,0,0,0,0.839214563369751,2,2,"mesic","Dense black spruce. Some larch.
","Trees very burned here, but organic relatively intact. Not much microtopograohy. Ledum vac uli some grass regen. One large dead birch, with regen. Weird little group of potr seedlings by plot c. Hard to distinguish larch from black spruce when all branches are burned, so may have some miscounts of shorter larch as bs. Very wet nearby. ","2377c34a-e8d5-4b43-a5dc-ebdfbf105612","12fd9650-b57d-45d2-bfec-7f760467fcae"
"Teklanika","Tekl2",NA,"8/3/2024",2024,64.41036,-149.40601,NA,NA,141,0,0,0,0.375745385885239,3,3,"mesic-subhygric","Tall low density black spruce","All trees in the area downed and severely burned, with many burned root balls. Heavily colonized by marchantia and fireweed, some ceratadon. Organic soils mostly fibric and humic remaining.","556659e2-0fba-447d-9e85-3560165387ab","919fed49-ebff-470b-9ba5-e5d85bb4aebe"
"Teklanika","Tekl3",NA,"8/3/2024",2024,64.4094,-149.40317,NA,NA,141,0,0,0,0.445273488759995,2,1,"subhygric","Dense, medium stature black spruce","In depression below two areas with high blowdown. Lots of standing water. All trees along transect standing, fine branches most completely intact. Even some shrub still have dead foliage. Fair bit of larch. Willow be a regen. Completed microbial sampling. Did soils, veg, browns, cwd, disks, site, but NO pre fire tree inventory. ","04967325-84ac-4fa7-9f39-29389f023a93","6d02630c-f6c4-44d2-ba00-4d1754d69202"
"Teklanika","Tekl4",NA,"8/2/2024",2024,64.39559,-149.40607,NA,NA,142,0,0,0,0.479271173477173,1,1,"mesic","High density, mid stature black spruce.","Rocky soils, prefire organics mostly fibric, some burned lichen and limited burned moss. Regenerating understory is ledum and vac uli. Many burned trees still standing with intact crowns, a few patches along transect with downed trees. Transect runs between 2 areas of very low severity burn with live trees and unburned sphagnum hummocks. Mineral soil very sandy","c75ba248-8e52-4183-8d05-3f8c3d43539c","a835c6ba-5774-47ed-87af-90d0a4f4f75b"
"Teklanika","Tekl5",NA,"8/2/2024",2024,64.39595,-149.40958,NA,NA,143,0,0,0,0.723195731639862,3,3,"mesic-subhygric","Mid density black Spruce, tussocks","Soils with surprising amount of organic remaining. Trees completely burned, it all standing. Equisetum, ledum, willow regen. Not much tussock regen. Some patches of mineral soil exposed, tho not captured in soil sampling. ","8c39f3b7-d97a-4e2f-b8c9-03ef27076dcf,14ed680e-6c14-42d4-a171-d07858d06354","9866f85d-8768-4563-a77e-3dffbabd9685,0119fc4f-633d-4a84-b2a5-49ca9ce37e0c"
"Teklanika","Tekl6",NA,"8/2/2024",2024,64.39443,-149.41043,NA,NA,148,0,0,0,0.647553205490112,2,2,"mesic","Mid density mid size black spruce. ","Organic soils decent, mineral sandy. Trees lightly burned, grounds well burned. Almost all trees standing. Grass, ledum, willow regen. ","fe557f9f-5e2c-4f85-b832-d994ab89e093,0b0ec9a5-b7d0-4eda-a687-43f1a9870c9c","650557ff-a999-430e-b3ba-1233117ac311,231e0820-f968-426b-a431-aae16eec8a3b"
"Troublesome","Trou1",NA,"8/2/2025",2025,65.47184,-149.76488,65.47208,-149.76469,651,10,129,39,0.755142688751221,3,3,"mesic-subxeric","Black spruce medium productivity and density with some white spruce present ","Moved site about 10 m from orginal random point to avoid white spruce trees. Site is on SE facing slope. Permafrost was not present. Rocky site. Organic layer was shallow. Under 15cm for all depths. High severity site with mostly colonizing mosses. No sprce or deciduous regen but so,eh betula shrub and salix was present.","68f86480-6245-44b6-ad84-992d0228a02a","0e972f5c-1a21-4215-99d0-689cf14002cc"
"Troublesome","Trou2",NA,"8/2/2025",2025,65.47054,-149.7621,65.47082,-149.76207,624,15,88.5,358.5,0.554355084896088,2,2,"subxeric","Black spruce low density medium productivity ","Site is on east facing slope surrounded by unburned spruce. So,emwhite spruce are surrounding the site. Had a difficult time determining severity. Group agreed it was medium severity. No permafrost. Organic depth was between 10 and 20. Very little spruce regen. Saw no deciduous regen. Mostly salix and betula shrub. ","b727ae57-cbf5-40c9-988d-2cacbf0ca285","40acdfa9-a351-4535-a7e0-d2ac210212a6"
"Troublesome","Trou3",NA,"8/2/2025",2025,65.47077,-149.76913,65.4706,-149.76863,665,4,200,110,0.739985346794128,3,2,"subxeric","Black spruce high density medium productivity ","Site is on SW facing slope. Trees are pretty burned up while soil organic layer was about 15 or less. No permafrost. Really rocky. No spruce or deciduous regen. Lots of willow regen with some betula shrub. ","ea5e9966-100e-44ea-84ca-a10a37095ee2","c54607b6-508e-4853-9951-10857a781b8b"
"Troublesome","Trou4",NA,"8/5/2025",2025,65.47358,-149.76372,65.47373,-149.76379,627,6,90,360,0.583457171916962,1,1,"mesic","Black spruce stand medium productivity and density ","Site is on NE facing slope. Permafrost is present. Site has think organic with mineral under. Deeper patchy burning in spots especially around trees. Live moss present. Site is surrounded by live tree on the SW side. Some spruce and birch regen with Betula and salix shrub regen as well.","989028a3-c6ad-46be-9054-b64f175abc5a","344e6e4a-81b0-457f-bb49-251a98e9cf89"
"Troublesome","Trou5",NA,"8/5/2025",2025,65.47419,-149.76332,65.47419,-149.76395,624,23,358,268,0.530791997909546,1,1,"mesic-subhygric","Black spruce low density medium productivity ","Site is on a north facing slope. Steep slope! Permafrost was present. Organic layer is think with live sphagnum hummocks present. Low severity site with some deeper burning around trees. Some spruce regen. Mostly betula shrub, alder and willow regen.","260194b5-e641-4fea-8072-4c04a11662b7","724e32f3-e6b1-4492-acb0-ee6b6ed04435"
"Yukon Creek","YuCr1",NA,"8/1/2025",2025,64.65274,-145.93584,64.65251,-145.93605,359,7,322,215,0.476648241281509,2,2,"mesic","Moderate productivity high density black spruce with with alder.","A little hard to determine fire severity.  A lot has grown back.  Unburned sparse deciduous surrounding.  Site was on north facing slope. We called site medium severity. Patchy organic was present. Some mineral exposed. Deep burning in areas with live sphagnum hummocks in others. Permafrost present around 50 or 60. Seeing spruce and birch regen. Lots tussocks, RHOGRO and Spirea.","cbc67384-ee82-4490-bf08-00f79cf047f4","603e2eac-cbd5-438d-a5cb-9b670a7d4edc"
"Yukon Creek","YuCr2",NA,"8/1/2025",2025,64.65442,-145.93343,64.65484,-145.93286,363,6,130.5,40.5,0.575000464916229,3,3,"mesic-subxeric","Black spruce medium density and productivity.","Site on NW facing slope. No permafrost. Some mineral soil exposed. Patchy burning with mburned moss hummocks present. Organic layer was shallow with 15 cm being the max depth in a few spots. Spruce and birch regen. ","0067ee0d-5a1a-4b2a-a7a1-aea8ef11f58d","8cc84edd-3cdf-4035-a364-a8ea372feb07"
"Yukon Creek","YuCr3",NA,"8/1/2025",2025,64.65462,-145.93613,64.65485,-145.93581,340,4,284,26,0.46570760011673,2,2,"mesic","Black spruce low productivity medium density.","Moved site 20 m up from random point to avoid live trees. Site is at bottom of NE facing slope surrounded by live black trees. Creek near by about 20/30 meter away. Even with live trees near by, group agrees it’s a medium severity when looking at trees and soil. Patchy burning with shallow organic present. Permafrost present at about 50 cm. Spruce and birch regen. Even found an aspen. ","ba84f445-a04d-44f7-ba53-b6de33dfd89d","b234ba42-673a-4ddf-88ca-1989b198f9aa"
"Yukon Creek","YuCr4",NA,"8/4/2025",2025,64.65035,-145.92274,64.65025,-145.92223,493,10,188,98,0.691205620765686,3,3,"subxeric","Black spruce stand low density medium productivity but all hard to tell given that all trees have fallen","Site on south facing slope. High severity dry site. Permafrost was not present. Very shallow organic around 1 to 3 cm. Mineral exposed. Lots of birch regen with some aspen and spruce. 
*Note about tree inventory 
All trees fallen. Most roots not visible, either burnt or is just coarse woody. For inventory combustion, measured only trees with visible roots within 2m belt and skipped rest. AR length difficult to get for many fallen trees. Bark burnt away and little evidence of advantageous roots. Recorded any visible root.","38849645-5ae3-4125-aef3-3f345faaba37","3ed6d7c1-b95b-4ebb-9d39-a4e454416f88"
"Yukon Creek","YuCr5",NA,"8/4/2025",2025,64.65234,-145.92125,64.65257,-145.92107,502,4,90,0,0.501570582389832,3,3,"mesic-subxeric","Black spruce high density medium productivity ","Site is on W facing slope. High severity burn with thin to no organic and expose mineral. No permafrost was present. Lots of birch and spruce regen some aspen. All trees were downed.","01b91e22-e057-4665-8a95-571ca3235dbf","9d7cd851-7020-4ac1-89c0-f1c5fd4fc3e6"
