date,fire_scar,site,plot,tree_species,standing,snag_pre_fire,dbh,basal_diameter,cone_combustion,foliage_combustion,fine_combustion,coarse_combustion,stem_combustion,count,livedead,tree_notes,photos
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,5.6,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,5.6,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,5,NA,100,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,5,NA,100,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,yes,NA,4.8,NA,100,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,yes,NA,4.8,NA,100,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,4.7,NA,25,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,4.7,NA,25,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,4.1,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,4.1,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,3.7,NA,0,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,3.7,NA,0,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,3.1,NA,25,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,3.1,NA,25,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,3,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,3,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2.5,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2.5,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2.5,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2.5,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2.5,NA,0,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2.5,NA,0,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2.5,NA,0,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2.5,NA,0,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,2,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,1.9,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,1.9,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,1.5,NA,NA,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,A,black spruce,no,NA,1.5,NA,NA,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,6,NA,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,6,NA,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5.7,NA,50,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5.7,NA,50,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5.7,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5.7,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,yes,NA,5.5,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,yes,NA,5.5,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5.5,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5.5,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5.2,NA,75,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5.2,NA,75,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,5,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,4.7,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,4.7,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,3.6,NA,50,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,3.6,NA,50,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,3.2,NA,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,3.2,NA,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,3.1,NA,75,100,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,3.1,NA,75,100,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,2.9,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,2.9,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,2.7,NA,25,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,2.7,NA,25,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,2.3,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,2.3,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,1.7,NA,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,B,black spruce,no,NA,1.7,NA,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,NA,1.4,NA,100,100,75,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,NA,1.4,NA,100,100,75,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,NA,2.3,NA,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,NA,2.3,NA,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,NA,2.4,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,NA,2.4,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,6.7,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,6.7,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,5.1,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,5.1,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.9,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.9,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.6,NA,50,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.6,NA,50,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.3,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.3,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.3,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.3,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.1,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4.1,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4,NA,50,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,4,NA,50,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3.7,NA,0,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3.7,NA,0,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3.6,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3.6,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3.6,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3.6,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,3.3,NA,50,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,3.3,NA,50,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3.1,NA,25,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3.1,NA,25,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,3,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,3,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,3,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.8,NA,NA,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.8,NA,NA,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.7,NA,NA,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.7,NA,NA,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.7,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.7,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.4,NA,75,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.4,NA,75,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.2,NA,NA,100,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.2,NA,NA,100,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.1,NA,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2.1,NA,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,2,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,1.9,NA,50,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,1.9,NA,50,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,1.7,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,1.7,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,1.7,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,1.7,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,1.5,NA,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,no,NA,1.5,NA,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,0.6,NA,NA,75,50,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr1,C,black spruce,yes,NA,0.6,NA,NA,75,50,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,0.7,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,0.7,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,2,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,2,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,1.9,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,1.9,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,3.1,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,3.1,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,2.2,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,2.2,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,1.8,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,1.8,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,1.3,NA,0,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,NA,1.3,NA,0,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,9.1,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,9.1,NA,0,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,4.2,NA,25,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,4.2,NA,25,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,4,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,4,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,no,NA,3.6,NA,0,0,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,no,NA,3.6,NA,0,0,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,3,NA,50,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,3,NA,50,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,3,NA,50,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,3,NA,50,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,2.8,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,2.8,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,no,NA,2.3,NA,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,no,NA,2.3,NA,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,no,NA,1.3,NA,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,no,NA,1.3,NA,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,1.2,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,1.2,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,no,NA,0.7,NA,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,no,NA,0.7,NA,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,0.5,NA,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,A,black spruce,yes,NA,0.5,NA,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,NA,1.8,0,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,NA,1.8,0,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,NA,1,NA,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,NA,1,NA,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,NA,2.6,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,NA,2.6,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,NA,2.2,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,NA,2.2,NA,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,5.4,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,5.4,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,4.3,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,4.3,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,3.4,NA,0,0,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,3.4,NA,0,0,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,no,NA,3,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,no,NA,3,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,2.6,NA,25,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,2.6,NA,25,50,25,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,2,NA,NA,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,2,NA,NA,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,1.9,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,1.9,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,1.8,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,1.8,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,1.1,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,1.1,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,0.4,NA,0,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,B,black spruce,yes,NA,0.4,NA,0,50,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,NA,2.2,NA,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,NA,2.2,NA,75,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,NA,1.6,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,NA,1.6,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,9.2,NA,0,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,9.2,NA,0,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,8.8,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,8.8,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,7,NA,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,7,NA,NA,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,5.7,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,5.7,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,5.5,NA,0,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,5.5,NA,0,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,5.2,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,5.2,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,4.1,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,4.1,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,4,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,4,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,3.5,NA,50,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,3.5,NA,50,75,75,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,2.6,NA,NA,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,2.6,NA,NA,50,50,25,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,2.5,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,2.5,NA,0,25,25,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,2.5,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,no,NA,2.5,NA,0,25,0,0,NA,NA,dead,NA,NA
2021-07-17,Aggie Creek,AgCr2,C,black spruce,yes,NA,2,NA,50,50,50,50,NA,NA,dead,NA,NA
