date,fire_scar,site,plot,tree_species,standing,snag_pre_fire,dbh,basal_diameter,cone_combustion,foliage_combustion,fine_combustion,coarse_combustion,stem_combustion,count,livedead,tree_notes,photos
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2.2,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2.2,NA,75,100,75,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2.2,NA,25,75,75,25,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2.2,NA,25,75,75,25,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2.1,NA,75,100,100,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2.1,NA,75,100,100,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2,NA,100,100,100,75,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2,NA,100,100,100,75,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2,NA,100,100,75,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2,NA,100,100,75,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2,NA,25,75,50,25,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,2,NA,25,75,50,25,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.7,NA,0,75,50,25,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.7,NA,0,75,50,25,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,yes,NA,1.7,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,yes,NA,1.7,NA,25,50,50,25,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.6,NA,NA,100,75,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.6,NA,NA,100,75,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.6,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.6,NA,100,100,100,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.5,NA,50,100,75,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.5,NA,50,100,75,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.3,NA,100,100,100,75,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.3,NA,100,100,100,75,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,yes,NA,1.2,NA,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,yes,NA,1.2,NA,NA,100,100,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.2,NA,75,100,100,50,NA,NA,dead,NA,NA
2021-07-18,Aggie Creek,AgCr6,C,black spruce,no,NA,1.2,NA,75,100,100,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,birch,yes,no,NA,4,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,birch,yes,no,NA,4,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,2.1,NA,25,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,2.1,NA,25,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,1,NA,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,1,NA,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.8,100,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.8,100,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.5,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.5,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.6,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.6,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.2,NA,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.2,NA,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,2,NA,25,50,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,2,NA,25,50,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,3.2,NA,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,3.2,NA,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.3,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.3,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.6,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.6,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.3,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.3,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.2,NA,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.2,NA,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,1.1,NA,NA,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,1.1,NA,NA,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.9,NA,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.9,NA,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.2,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.2,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.7,NA,100,100,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.7,NA,100,100,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.4,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.4,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.3,NA,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.3,NA,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.8,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.8,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.2,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.2,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.7,NA,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,2.7,NA,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,2.7,NA,25,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,2.7,NA,25,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,unknown,yes,no,NA,2.3,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,unknown,yes,no,NA,2.3,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,unknown,yes,no,NA,3.4,NA,100,100,100,100,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,unknown,yes,no,NA,3.4,NA,100,100,100,100,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1.4,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.6,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.6,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.6,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.6,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,50,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,50,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,50,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,50,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,50,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,A,black spruce,yes,no,NA,0.5,NA,100,100,100,50,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,birch,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,birch,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,3.1,NA,50,50,25,NA,NA,dead,"Plot B, FIXED CMT",NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,3.1,NA,50,50,25,NA,NA,dead,"Plot B, FIXED CMT",NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.3,NA,100,100,100,25,NA,dead,"Plot B, FIXED CMT",NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.3,NA,100,100,100,25,NA,dead,"Plot B, FIXED CMT",NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.4,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.4,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,5.1,NA,50,25,25,0,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,5.1,NA,50,25,25,0,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,4,NA,0,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,4,NA,0,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,5.7,NA,50,50,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,5.7,NA,50,50,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,1.5,NA,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,1.5,NA,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,3.5,NA,50,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,3.5,NA,50,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,4.9,NA,25,25,0,0,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,4.9,NA,25,25,0,0,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,2.1,NA,NA,25,25,0,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,2.1,NA,NA,25,25,0,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,1.4,NA,NA,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,1.4,NA,NA,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,1.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,1.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,2.9,NA,100,100,100,50,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,2.9,NA,100,100,100,50,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,3.5,NA,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,3.5,NA,75,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.7,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,2.4,NA,75,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,2.4,NA,75,75,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.6,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.6,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.7,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.7,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.3,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.3,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.5,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,0.5,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,3.1,NA,0,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,3.1,NA,0,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,1.5,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,1.5,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,2,NA,NA,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,2,NA,NA,25,25,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,6,NA,50,50,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,6,NA,50,50,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,3.6,NA,75,75,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,3.6,NA,75,75,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,6.6,NA,NA,25,25,0,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,6.6,NA,NA,25,25,0,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,1.2,NA,100,100,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,1.2,NA,100,100,75,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,1.1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,1.1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,1.1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,B,black spruce,yes,no,NA,1.1,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,birch,yes,no,NA,1.4,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,birch,yes,no,NA,1.4,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,birch,yes,no,NA,0.3,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,birch,yes,no,NA,0.3,NA,100,100,100,75,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.8,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.7,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.7,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,4.4,NA,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,4.4,NA,NA,50,50,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,15.3,NA,25,50,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,15.3,NA,25,50,50,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,5,NA,100,100,100,100,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,5,NA,100,100,100,100,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,9.3,NA,NA,100,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,9.3,NA,NA,100,75,75,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,1.5,NA,100,100,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,1.5,NA,100,100,50,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.3,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.3,NA,100,100,100,25,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,1.5,NA,100,100,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,1.5,NA,100,100,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,1.5,NA,100,100,100,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,1.5,NA,100,100,100,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,1.5,NA,100,100,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,1.5,NA,100,100,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,NA,0.5,NA,100,100,100,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,1.6,NA,NA,100,100,25,NA,NA,dead,NA,NA
2023-07-08,Chitanana,Chit1,C,black spruce,yes,no,1.6,NA,NA,100,100,25,NA,NA,dead,NA,NA
